gene,mean_effect,median_effect,n_samples_positive,n_samples_negative
AL161781.2,0.0,0.0,0,0
AL161782.1,0.0,0.0,0,0
AL161785.2,0.0,0.0,0,0
AL161785.3,0.0,0.0,0,0
AL161793.1,0.0,0.0,0,0
AL161797.1,0.0,0.0,0,0
AL161804.1,0.0,0.0,0,0
AL161851.1,0.0,0.0,0,0
AL161851.2,0.0,0.0,0,0
AL161891.1,-0.00044564903,0.0,0,1
AL161893.1,0.0,0.0,0,0
AL161896.1,0.0,0.0,0,0
AL161908.1,0.0,0.0,0,0
AL161908.2,0.0,0.0,0,0
AL161909.2,0.0,0.0,0,0
AL161910.1,0.0,0.0,0,0
AL161912.1,0.0,0.0,0,0
AL161912.2,0.0,0.0,0,0
AL161935.3,0.0,0.0,0,0
AL161937.1,0.0,0.0,0,0
AL161938.1,0.0,0.0,0,0
AL161941.1,0.0,0.0,0,0
AL161945.1,0.0,0.0,0,0
AL162151.1,0.0,0.0,0,0
AL162151.3,0.0,0.0,0,0
AL162171.1,0.0,0.0,0,0
AL162171.2,0.0,0.0,0,0
AL162171.3,-0.01495561,0.0,0,1
AL162253.1,0.0,0.0,0,0
AL162293.1,0.0,0.0,0,0
AL162311.1,0.0,0.0,0,0
AL162311.3,-0.00031908214,0.0,0,1
AL162384.1,0.0,0.0,0,0
AL162385.1,0.0,0.0,0,0
AL162385.2,0.0,0.0,0,0
AL162386.2,0.0,0.0,0,0
AL162388.2,0.0,0.0,0,0
AL162391.1,0.0,0.0,0,0
AL162394.1,0.0,0.0,0,0
AL162399.1,0.0,0.0,0,0
AL162400.1,0.0,0.0,0,0
AL162400.2,0.0,0.0,0,0
AL162400.3,0.0,0.0,0,0
AL162408.1,0.0,0.0,0,0
AL162412.1,0.0,0.0,0,0
AL162413.1,0.0,0.0,0,0
AL162419.1,0.0,0.0,0,0
AL162424.1,-4.954706e-05,0.0,0,1
AL162425.1,0.0,0.0,0,0
AL162426.1,0.0,0.0,0,0
AL162427.1,0.0,0.0,0,0
AL162430.2,0.0,0.0,0,0
AL162456.1,0.0,0.0,0,0
AL162457.1,0.0,0.0,0,0
AL162457.2,0.0,0.0,0,0
AL162464.1,0.0,0.0,0,0
AL162464.2,0.0,0.0,0,0
AL162493.1,0.0,0.0,0,0
AL162497.1,0.0,0.0,0,0
AL162511.1,0.0,0.0,0,0
AL162574.1,0.0,0.0,0,0
AL162574.2,0.0,0.0,0,0
AL162582.1,0.0,0.0,0,0
AL162584.1,0.0,0.0,0,0
AL162585.1,-0.00020226363,0.0,0,1
AL162586.2,0.0,0.0,0,0
AL162591.2,-0.00029080798,0.0,0,1
AL162595.1,-0.00081995974,0.0,0,1
AL162595.2,0.0,0.0,0,0
AL162596.1,0.0,0.0,0,0
AL162632.1,0.0,0.0,0,0
AL162632.3,0.0,0.0,0,0
AL162713.1,0.0,0.0,0,0
AL162713.2,0.0,0.0,0,0
AL162717.1,0.0,0.0,0,0
AL162718.1,0.0,0.0,0,0
AL162718.2,0.0,0.0,0,0
AL162718.3,0.0,0.0,0,0
AL162719.1,0.0,0.0,0,0
AL162724.1,0.0,0.0,0,0
AL162725.2,0.0,0.0,0,0
AL162726.1,0.0,0.0,0,0
AL162726.4,0.0,0.0,0,0
AL162727.1,0.0,0.0,0,0
AL162727.2,0.0,0.0,0,0
AL162731.1,0.0,0.0,0,0
AL162734.1,0.0,0.0,0,0
AL162741.1,-0.00017523748,0.0,0,1
AL162742.1,0.0,0.0,0,0
AL162872.1,0.0,0.0,0,0
AL163192.1,0.0,0.0,0,0
AL163195.2,0.0,0.0,0,0
AL163534.1,0.0,0.0,0,0
AL163636.1,0.0,0.0,0,0
AL163872.1,0.0,0.0,0,0
AL163932.1,0.0,0.0,0,0
AL163952.1,0.0,0.0,0,0
AL163953.1,0.0,0.0,0,0
AL163973.2,0.0,0.0,0,0
AL163973.3,0.0,0.0,0,0
AL163974.1,0.0,0.0,0,0
AL352955.1,0.0,0.0,0,0
AL352979.2,0.0,0.0,0,0
AL352984.1,0.0,0.0,0,0
AL353052.1,0.0,0.0,0,0
AL353052.2,0.0,0.0,0,0
AL353072.2,0.0,0.0,0,0
AL353135.2,0.0,0.0,0,0
AL353151.2,-0.00027755267,0.0,0,1
AL353152.1,0.0,0.0,0,0
AL353572.3,0.0,0.0,0,0
AL353576.1,0.0,0.0,0,0
AL353579.1,0.0,0.0,0,0
AL353581.1,0.0,0.0,0,0
AL353586.1,0.0,0.0,0,0
AL353593.1,-0.0008833125,0.0,0,1
AL353593.2,0.0,0.0,0,0
AL353593.3,0.0,0.0,0,0
AL353595.1,0.0,0.0,0,0
AL353597.1,0.0,0.0,0,0
AL353600.1,0.0,0.0,0,0
AL353600.2,0.0,0.0,0,0
AL353604.1,0.0,0.0,0,0
AL353608.1,0.0,0.0,0,0
AL353608.2,0.0,0.0,0,0
AL353608.3,0.0,0.0,0,0
AL353611.1,0.0,0.0,0,0
AL353612.1,0.0,0.0,0,0
AL353612.2,0.0,0.0,0,0
AL353613.1,0.0,0.0,0,0
AL353614.1,0.0,0.0,0,0
AL353615.1,0.0,0.0,0,0
AL353622.2,0.0,0.0,0,0
AL353626.1,0.0,0.0,0,0
AL353633.1,0.0,0.0,0,0
AL353637.2,0.0,0.0,0,0
AL353648.1,0.0,0.0,0,0
AL353651.1,0.0,0.0,0,0
AL353651.2,0.0,0.0,0,0
AL353653.1,0.0,0.0,0,0
AL353658.1,0.0,0.0,0,0
AL353658.2,0.0,0.0,0,0
AL353660.1,0.0,0.0,0,0
AL353680.1,0.0,0.0,0,0
AL353681.1,0.0,0.0,0,0
AL353688.1,0.0,0.0,0,0
AL353689.2,0.0,0.0,0,0
AL353689.3,0.0,0.0,0,0
AL353693.1,0.0,0.0,0,0
AL353697.1,0.0,0.0,0,0
AL353699.1,0.0,0.0,0,0
AL353704.1,0.0,0.0,0,0
AL353704.2,0.0,0.0,0,0
AL353708.1,-0.0005465472,0.0,0,1
AL353708.2,0.0,0.0,0,0
AL353709.1,0.0,0.0,0,0
AL353730.1,0.0,0.0,0,0
AL353732.1,0.0,0.0,0,0
AL353740.1,0.0,0.0,0,0
AL353742.1,0.0,0.0,0,0
AL353743.2,0.0,0.0,0,0
AL353746.1,0.0,0.0,0,0
AL353747.2,0.0,0.0,0,0
AL353747.3,0.0,0.0,0,0
AL353747.4,0.0,0.0,0,0
AL353748.3,-0.00029907076,0.0,0,1
AL353751.1,0.0,0.0,0,0
AL353752.2,0.0,0.0,0,0
AL353753.1,0.0,0.0,0,0
AL353764.1,0.0,0.0,0,0
AL353768.1,0.0,0.0,0,0
AL353768.2,0.0,0.0,0,0
AL353770.3,0.0,0.0,0,0
AL353770.4,0.0,0.0,0,0
AL353771.1,0.0,0.0,0,0
AL353774.1,0.0,0.0,0,0
AL353780.1,0.0,0.0,0,0
AL353784.1,0.0,0.0,0,0
AL353789.1,0.0,0.0,0,0
AL353795.2,0.0,0.0,0,0
AL353796.1,-0.00018848204,0.0,0,1
AL353796.2,0.0,0.0,0,0
AL353801.1,0.0,0.0,0,0
AL353801.3,-7.64917e-05,0.0,0,1
AL353803.1,0.0,0.0,0,0
AL353803.2,0.0,0.0,0,0
AL353803.4,-0.00018451385,0.0,0,1
AL353803.5,0.0,0.0,0,0
AL353804.1,-0.014304865,0.0,0,1
AL353804.2,0.0,0.0,0,0
AL353807.2,0.0,0.0,0,0
AL353811.1,0.0,0.0,0,0
AL353997.2,0.0,0.0,0,0
AL354674.1,0.0,0.0,0,0
AL354694.1,-0.00020604678,0.0,0,1
AL354696.2,-0.0034302615,0.0,0,2
AL354702.2,0.0,0.0,0,0
AL354712.1,0.0,0.0,0,0
AL354714.1,0.0,0.0,0,0
AL354714.3,0.0,0.0,0,0
AL354718.2,0.0,0.0,0,0
AL354726.1,0.0,0.0,0,0
AL354733.1,0.0,0.0,0,0
AL354733.2,0.0,0.0,0,0
AL354733.3,-0.0005080642,0.0,0,1
AL354741.1,0.0,0.0,0,0
AL354743.1,0.0,0.0,0,0
AL354754.1,0.0,0.0,0,0
AL354760.1,-0.00037134657,0.0,0,1
AL354761.1,0.0,0.0,0,0
AL354766.2,-0.00016627695,0.0,0,1
AL354771.1,0.0,0.0,0,0
AL354793.1,0.0,0.0,0,0
AL354794.1,0.0,0.0,0,0
AL354810.1,0.0,0.0,0,0
AL354811.1,0.0,0.0,0,0
AL354811.2,0.0,0.0,0,0
AL354813.1,0.0,0.0,0,0
AL354821.1,0.0,0.0,0,0
AL354824.1,0.0,0.0,0,0
AL354824.2,0.0,0.0,0,0
AL354836.1,0.0,0.0,0,0
AL354861.2,0.0,0.0,0,0
AL354861.3,0.0,0.0,0,0
AL354863.1,0.0,0.0,0,0
AL354864.1,0.0,0.0,0,0
AL354892.1,0.0,0.0,0,0
AL354893.2,0.0,0.0,0,0
AL354897.1,0.0,0.0,0,0
AL354897.2,0.0,0.0,0,0
AL354916.1,0.0,0.0,0,0
AL354919.2,0.0,0.0,0,0
AL354928.1,0.0,0.0,0,0
AL354936.1,0.0,0.0,0,0
AL354949.1,0.0,0.0,0,0
AL354950.1,0.0,0.0,0,0
AL354950.2,0.0,0.0,0,0
AL354950.3,0.0,0.0,0,0
AL354953.1,0.0,0.0,0,0
AL354956.1,0.0,0.0,0,0
AL354977.1,0.0,0.0,0,0
AL354977.2,-0.00011674085,0.0,0,1
AL354979.1,0.0,0.0,0,0
AL354984.1,0.0,0.0,0,0
AL354984.2,0.0,0.0,0,0
AL354989.1,0.0,0.0,0,0
AL354993.1,0.0,0.0,0,0
AL354993.2,0.0,0.0,0,0
AL354994.1,0.0,0.0,0,0
AL355001.1,0.0,0.0,0,0
AL355053.1,0.0,0.0,0,0
AL355073.1,0.0,0.0,0,0
AL355073.2,-0.0019200089,0.0,0,1
AL355075.1,0.0,0.0,0,0
AL355075.2,0.0,0.0,0,0
AL355075.3,0.0,0.0,0,0
AL355075.6,0.0,0.0,0,0
AL355076.2,0.0,0.0,0,0
AL355095.1,0.0,0.0,0,0
AL355096.1,0.0,0.0,0,0
AL355097.1,0.0,0.0,0,0
AL355102.1,0.0,0.0,0,0
AL355102.3,0.0,0.0,0,0
AL355102.4,0.0,0.0,0,0
AL355102.5,0.0,0.0,0,0
AL355103.1,0.0,0.0,0,0
AL355112.1,0.0,0.0,0,0
AL355140.1,0.0,0.0,0,0
AL355297.2,0.0,0.0,0,0
AL355297.3,0.0,0.0,0,0
AL355297.4,0.0,0.0,0,0
AL355300.1,0.0,0.0,0,0
AL355303.1,0.0,0.0,0,0
AL355303.2,-0.000120676414,0.0,0,1
AL355306.2,0.0,0.0,0,0
AL355310.1,0.0,0.0,0,0
AL355310.2,0.0,0.0,0,0
AL355310.3,0.0,0.0,0,0
AL355312.2,0.0,0.0,0,0
AL355312.4,-4.617893e-05,0.0,0,1
AL355314.1,0.0,0.0,0,0
AL355314.2,0.0,0.0,0,0
AL355334.2,0.0,0.0,0,0
AL355337.1,0.0,0.0,0,0
AL355338.1,0.0,0.0,0,0
AL355347.1,-0.00010402972,0.0,0,1
AL355353.1,-0.0008115284,0.0,0,1
AL355361.1,0.0,0.0,0,0
AL355376.1,0.0,0.0,0,0
AL355377.3,-0.00022514333,0.0,0,1
AL355377.4,0.0,0.0,0,0
AL355385.1,0.0,0.0,0,0
AL355388.1,0.0,0.0,0,0
AL355388.3,0.0,0.0,0,0
AL355390.1,0.0,0.0,0,0
AL355432.1,0.0,0.0,0,0
AL355472.2,0.0,0.0,0,0
AL355472.3,-0.013972126,0.0,0,2
AL355474.1,0.0,0.0,0,0
AL355481.1,0.0,0.0,0,0
AL355482.1,0.0,0.0,0,0
AL355482.2,0.0,0.0,0,0
AL355483.1,0.0,0.0,0,0
AL355483.2,0.0,0.0,0,0
AL355483.3,0.0,0.0,0,0
AL355490.1,-0.018804165,0.0,0,2
AL355490.2,0.0,0.0,0,0
AL355497.2,0.0,0.0,0,0
AL355499.1,0.0,0.0,0,0
AL355501.1,0.0,0.0,0,0
AL355512.1,0.0,0.0,0,0
AL355516.1,0.0,0.0,0,0
AL355526.1,0.0,0.0,0,0
AL355526.2,0.0,0.0,0,0
AL355531.1,0.0,0.0,0,0
AL355537.1,0.0,0.0,0,0
AL355537.2,0.0,0.0,0,0
AL355538.1,0.0,0.0,0,0
AL355578.1,0.0,0.0,0,0
AL355581.1,0.0,0.0,0,0
AL355592.1,-0.00018868403,0.0,0,1
AL355596.1,0.0,0.0,0,0
AL355596.2,0.0,0.0,0,0
AL355597.1,0.0,0.0,0,0
AL355601.1,0.0,0.0,0,0
AL355602.1,0.0,0.0,0,0
AL355607.1,0.0,0.0,0,0
AL355607.2,0.0,0.0,0,0
AL355612.1,0.0,0.0,0,0
AL355613.1,0.0,0.0,0,0
AL355672.1,0.0,0.0,0,0
AL355674.1,0.0,0.0,0,0
AL355677.1,0.0,0.0,0,0
AL355773.1,0.0,0.0,0,0
AL355803.1,0.0,0.0,0,0
AL355810.1,0.0,0.0,0,0
AL355816.1,0.0,0.0,0,0
AL355834.1,0.0,0.0,0,0
AL355834.2,0.0,0.0,0,0
AL355835.1,0.0,0.0,0,0
AL355836.2,0.0,0.0,0,0
AL355836.3,0.0,0.0,0,0
AL355836.4,0.0,0.0,0,0
AL355838.1,0.0,0.0,0,0
AL355870.1,0.0,0.0,0,0
AL355870.2,0.0,0.0,0,0
AL355916.2,0.0,0.0,0,0
AL355922.1,0.0,0.0,0,0
AL355922.3,0.0,0.0,0,0
AL355922.4,0.0,0.0,0,0
AL355974.1,0.0,0.0,0,0
AL355974.2,0.0,0.0,0,0
AL355981.1,0.0,0.0,0,0
AL355990.1,0.0,0.0,0,0
AL355990.2,0.0,0.0,0,0
AL355994.3,0.0,0.0,0,0
AL355997.1,0.0,0.0,0,0
AL356010.2,0.0,0.0,0,0
AL356017.1,0.0,0.0,0,0
AL356019.1,0.0,0.0,0,0
AL356020.1,-0.00030161696,0.0,0,1
AL356022.1,0.0,0.0,0,0
AL356055.1,0.0,0.0,0,0
AL356056.1,0.0,0.0,0,0
AL356094.2,0.0,0.0,0,0
AL356108.1,0.0,0.0,0,0
AL356113.1,0.0,0.0,0,0
AL356123.1,0.0,0.0,0,0
AL356123.2,0.0,0.0,0,0
AL356124.2,-0.00013110391,0.0,0,1
AL356130.1,0.0,0.0,0,0
AL356133.2,0.0,0.0,0,0
AL356134.1,0.0,0.0,0,0
AL356157.1,0.0,0.0,0,0
AL356157.3,0.0,0.0,0,0
AL356215.1,-0.00033040706,0.0,0,1
AL356218.2,0.0,0.0,0,0
AL356234.3,0.0,0.0,0,0
AL356259.1,0.0,0.0,0,0
AL356275.1,0.0,0.0,0,0
AL356276.1,0.0,0.0,0,0
AL356277.2,0.0,0.0,0,0
AL356277.3,0.0,0.0,0,0
AL356289.1,0.0,0.0,0,0
AL356295.1,0.0,0.0,0,0
AL356299.2,0.0,0.0,0,0
AL356309.1,0.0,0.0,0,0
AL356309.2,0.0,0.0,0,0
AL356310.1,0.0,0.0,0,0
AL356311.1,0.0,0.0,0,0
AL356313.1,0.0,0.0,0,0
AL356317.2,-8.815349e-05,0.0,0,1
AL356356.1,0.0,0.0,0,0
AL356361.2,0.0,0.0,0,0
AL356361.3,0.0,0.0,0,0
AL356364.1,0.0,0.0,0,0
AL356379.2,0.0,0.0,0,0
AL356387.1,0.0,0.0,0,0
AL356413.1,0.0,0.0,0,0
AL356417.1,-0.0001347655,0.0,0,1
AL356417.2,0.0,0.0,0,0
AL356419.1,-0.002226527,0.0,0,1
AL356421.2,0.0,0.0,0,0
AL356433.1,0.0,0.0,0,0
AL356441.1,-0.00067899626,0.0,0,1
AL356475.1,0.0,0.0,0,0
AL356481.1,-0.00026769508,0.0,0,1
AL356481.2,0.0,0.0,0,0
AL356481.3,0.0,0.0,0,0
AL356488.2,-0.006045418,0.0,0,2
AL356489.1,0.0,0.0,0,0
AL356489.2,0.0,0.0,0,0
AL356489.3,0.0,0.0,0,0
AL356489.4,0.0,0.0,0,0
AL356495.1,0.0,0.0,0,0
AL356515.1,0.0,0.0,0,0
AL356580.1,0.0,0.0,0,0
AL356608.1,0.0,0.0,0,0
AL356608.3,0.0,0.0,0,0
AL356652.1,-0.00037649344,0.0,0,1
AL356737.2,0.0,0.0,0,0
AL356740.1,0.0,0.0,0,0
AL356740.2,0.0,0.0,0,0
AL356740.3,0.0,0.0,0,0
AL356747.1,0.0,0.0,0,0
AL356752.1,0.0,0.0,0,0
AL356753.1,-8.9116074e-05,0.0,0,1
AL356756.1,0.0,0.0,0,0
AL356776.2,-0.00031671234,0.0,0,1
AL356804.1,0.0,0.0,0,0
AL356805.1,0.0,0.0,0,0
AL356807.1,0.0,0.0,0,0
AL356859.1,0.0,0.0,0,0
AL356952.1,0.0,0.0,0,0
AL356961.1,0.0,0.0,0,0
AL356966.1,-8.3928935e-05,0.0,0,1
AL357033.1,0.0,0.0,0,0
AL357033.2,0.0,0.0,0,0
AL357033.3,-0.00049095025,0.0,0,1
AL357052.1,0.0,0.0,0,0
AL357054.2,0.0,0.0,0,0
AL357054.3,0.0,0.0,0,0
AL357054.4,-0.006082309,0.0,0,2
AL357054.5,0.0,0.0,0,0
AL357075.3,0.0,0.0,0,0
AL357075.4,0.0,0.0,0,0
AL357079.2,0.0,0.0,0,0
AL357093.1,0.0,0.0,0,0
AL357127.1,0.0,0.0,0,0
AL357127.2,0.0,0.0,0,0
AL357139.2,0.0,0.0,0,0
AL357140.1,0.0,0.0,0,0
AL357140.4,-7.20284e-05,0.0,0,1
AL357141.1,0.0,0.0,0,0
AL357146.1,0.0,0.0,0,0
AL357153.1,0.0,0.0,0,0
AL357153.2,0.0,0.0,0,0
AL357172.1,0.0,0.0,0,0
AL357375.1,0.0,0.0,0,0
AL357497.1,0.0,0.0,0,0
AL357500.1,0.0,0.0,0,0
AL357507.1,0.0,0.0,0,0
AL357509.1,0.0,0.0,0,0
AL357513.1,0.0,0.0,0,0
AL357514.1,0.0,0.0,0,0
AL357518.1,0.0,0.0,0,0
AL357552.2,0.0,0.0,0,0
AL357556.4,0.0,0.0,0,0
AL357558.1,0.0,0.0,0,0
AL357558.2,0.0,0.0,0,0
AL357558.3,0.0,0.0,0,0
AL357568.1,0.0,0.0,0,0
AL357568.2,0.0,0.0,0,0
AL357614.1,0.0,0.0,0,0
AL357673.2,0.0,0.0,0,0
AL357793.1,0.0,0.0,0,0
AL357793.2,0.0,0.0,0,0
AL357832.1,0.0,0.0,0,0
AL357835.1,0.0,0.0,0,0
AL357936.1,0.0,0.0,0,0
AL357972.1,0.0,0.0,0,0
AL357992.1,0.0,0.0,0,0
AL358053.1,0.0,0.0,0,0
AL358072.1,0.0,0.0,0,0
AL358074.1,0.0,0.0,0,0
AL358075.1,0.0,0.0,0,0
AL358075.2,0.0,0.0,0,0
AL358115.1,0.0,0.0,0,0
AL358117.1,0.0,0.0,0,0
AL358134.1,0.0,0.0,0,0
AL358154.1,0.0,0.0,0,0
AL358176.1,0.0,0.0,0,0
AL358176.4,0.0,0.0,0,0
AL358177.1,0.0,0.0,0,0
AL358215.1,0.0,0.0,0,0
AL358215.2,0.0,0.0,0,0
AL358216.1,0.0,0.0,0,0
AL358232.2,0.0,0.0,0,0
AL358292.1,0.0,0.0,0,0
AL358332.1,0.0,0.0,0,0
AL358333.1,0.0,0.0,0,0
AL358333.2,0.0,0.0,0,0
AL358333.3,0.0,0.0,0,0
AL358334.1,0.0,0.0,0,0
AL358334.2,0.0,0.0,0,0
AL358334.3,-0.00012985135,0.0,0,1
AL358334.4,0.0,0.0,0,0
AL358335.2,0.0,0.0,0,0
AL358393.1,0.0,0.0,0,0
AL358394.1,0.0,0.0,0,0
AL358452.1,0.0,0.0,0,0
AL358472.3,-0.00036911407,0.0,0,1
AL358472.4,-0.00016004678,0.0,0,1
AL358473.2,0.0,0.0,0,0
AL358612.1,0.0,0.0,0,0
AL358613.1,0.0,0.0,0,0
AL358613.2,0.0,0.0,0,0
AL358779.1,0.0,0.0,0,0
AL358780.1,0.0,0.0,0,0
AL358781.1,-0.0004657132,0.0,0,1
AL358787.1,0.0,0.0,0,0
AL358790.1,-0.0003489804,0.0,0,1
AL358876.2,0.0,0.0,0,0
AL358937.1,0.0,0.0,0,0
AL358944.1,0.0,0.0,0,0
AL358972.1,0.0,0.0,0,0
AL358976.2,0.0,0.0,0,0
AL359076.1,0.0,0.0,0,0
AL359081.1,0.0,0.0,0,0
AL359091.1,0.0,0.0,0,0
AL359091.3,0.0,0.0,0,0
AL359091.5,-0.0002069249,0.0,0,1
AL359094.1,0.0,0.0,0,0
AL359094.2,0.0,0.0,0,0
AL359095.1,0.0,0.0,0,0
AL359182.1,-0.0001375841,0.0,0,1
AL359195.1,0.0,0.0,0,0
AL359198.1,0.0,0.0,0,0
AL359208.1,0.0,0.0,0,0
AL359233.1,0.0,0.0,0,0
AL359237.1,0.0,0.0,0,0
AL359238.1,0.0,0.0,0,0
AL359258.1,0.0,0.0,0,0
AL359258.2,-0.00058165705,0.0,0,1
AL359259.1,0.0,0.0,0,0
AL359313.1,0.0,0.0,0,0
AL359317.1,0.0,0.0,0,0
AL359317.2,-0.00032761457,0.0,0,1
AL359380.1,0.0,0.0,0,0
AL359382.1,0.0,0.0,0,0
AL359382.2,0.0,0.0,0,0
AL359397.1,0.0,0.0,0,0
AL359399.1,0.0,0.0,0,0
AL359436.1,0.0,0.0,0,0
AL359458.1,0.0,0.0,0,0
AL359475.1,0.0,0.0,0,0
AL359502.1,0.0,0.0,0,0
AL359502.2,0.0,0.0,0,0
AL359504.2,0.0,0.0,0,0
AL359508.1,0.0,0.0,0,0
AL359511.2,0.0,0.0,0,0
AL359511.3,0.0,0.0,0,0
AL359538.3,0.0,0.0,0,0
AL359538.4,0.0,0.0,0,0
AL359546.1,0.0,0.0,0,0
AL359547.1,0.0,0.0,0,0
AL359551.1,0.0,0.0,0,0
AL359552.1,0.0,0.0,0,0
AL359555.1,0.0,0.0,0,0
AL359555.2,0.0,0.0,0,0
AL359555.4,0.0,0.0,0,0
AL359632.1,-8.332756e-05,0.0,0,1
AL359636.1,0.0,0.0,0,0
AL359643.2,0.0,0.0,0,0
AL359649.1,0.0,0.0,0,0
AL359682.1,0.0,0.0,0,0
AL359697.1,0.0,0.0,0,0
AL359704.3,0.0,0.0,0,0
AL359706.1,0.0,0.0,0,0
AL359710.1,0.0,0.0,0,0
AL359711.2,-0.0004865344,0.0,0,1
AL359715.1,-0.00022154175,0.0,0,1
AL359715.2,-0.00015895255,0.0,0,1
AL359715.3,0.0,0.0,0,0
AL359732.1,0.0,0.0,0,0
AL359745.1,0.0,0.0,0,0
AL359762.2,0.0,0.0,0,0
AL359764.1,0.0,0.0,0,0
AL359764.3,0.0,0.0,0,0
AL359771.1,0.0,0.0,0,0
AL359792.1,0.0,0.0,0,0
AL359813.2,0.0,0.0,0,0
AL359844.1,0.0,0.0,0,0
AL359851.1,0.0,0.0,0,0
AL359852.2,0.0,0.0,0,0
AL359853.1,0.0,0.0,0,0
AL359853.2,0.0,0.0,0,0
AL359878.1,-0.00027030794,0.0,0,1
AL359878.2,0.0,0.0,0,0
AL359880.1,-0.0071076867,0.0,0,2
AL359881.2,0.0,0.0,0,0
AL359881.3,0.0,0.0,0,0
AL359894.1,0.0,0.0,0,0
AL359915.1,0.0,0.0,0,0
AL359916.1,0.0,0.0,0,0
AL359918.2,0.0,0.0,0,0
AL359922.2,-0.0001082421,0.0,0,1
AL359924.1,0.0,0.0,0,0
AL359962.1,0.0,0.0,0,0
AL359962.2,0.0,0.0,0,0
AL359962.3,0.0,0.0,0,0
AL359979.1,0.0,0.0,0,0
AL359979.2,-0.0025342163,0.0,0,2
AL359987.1,0.0,0.0,0,0
AL360006.1,0.0,0.0,0,0
AL360007.1,0.0,0.0,0,0
AL360013.2,0.0,0.0,0,0
AL360013.3,0.0,0.0,0,0
AL360013.4,0.0,0.0,0,0
AL360014.1,0.0,0.0,0,0
AL360089.1,0.0,0.0,0,0
AL360091.2,0.0,0.0,0,0
AL360091.3,-9.156932e-05,0.0,0,1
AL360093.1,0.0,0.0,0,0
AL360157.1,0.0,0.0,0,0
AL360169.1,0.0,0.0,0,0
AL360169.2,0.0,0.0,0,0
AL360169.3,0.0,0.0,0,0
AL360175.1,0.0,0.0,0,0
AL360178.1,-0.00021422858,0.0,0,1
AL360178.2,0.0,0.0,0,0
AL360181.1,0.0,0.0,0,0
AL360181.2,-0.06385449,0.0,0,2
AL360181.4,0.0,0.0,0,0
AL360182.2,0.0,0.0,0,0
AL360227.1,0.0,0.0,0,0
AL360267.1,0.0,0.0,0,0
AL360267.2,0.0,0.0,0,0
AL360268.1,0.0,0.0,0,0
AL360268.2,0.0,0.0,0,0
AL360270.1,-0.0070441905,0.0,0,2
AL360270.2,0.0,0.0,0,0
AL360294.1,0.0,0.0,0,0
AL360295.1,0.0,0.0,0,0
AL365181.4,0.0,0.0,0,0
AL365184.1,0.0,0.0,0,0
AL365184.2,0.0,0.0,0,0
AL365194.1,0.0,0.0,0,0
AL365203.2,-4.3069012e-05,0.0,0,1
AL365204.1,0.0,0.0,0,0
AL365204.2,0.0,0.0,0,0
AL365205.3,0.0,0.0,0,0
AL365205.4,0.0,0.0,0,0
AL365214.2,0.0,0.0,0,0
AL365214.4,0.0,0.0,0,0
AL365215.2,0.0,0.0,0,0
AL365226.2,0.0,0.0,0,0
AL365229.1,0.0,0.0,0,0
AL365255.1,0.0,0.0,0,0
AL365256.1,-0.00013627972,0.0,0,1
AL365258.1,0.0,0.0,0,0
AL365259.1,0.0,0.0,0,0
AL365271.1,0.0,0.0,0,0
AL365273.1,0.0,0.0,0,0
AL365295.2,0.0,0.0,0,0
AL365318.1,0.0,0.0,0,0
AL365330.1,-0.00013172455,0.0,0,1
AL365356.1,0.0,0.0,0,0
AL365361.1,-0.0013626261,0.0,0,2
AL365394.1,0.0,0.0,0,0
AL365434.1,0.0,0.0,0,0
AL365434.2,0.0,0.0,0,0
AL365436.2,0.0,0.0,0,0
AL365440.2,0.0,0.0,0,0
AL389885.1,0.0,0.0,0,0
AL389889.1,0.0,0.0,0,0
AL389889.2,0.0,0.0,0,0
AL390037.1,0.0,0.0,0,0
AL390038.1,0.0,0.0,0,0
AL390061.1,0.0,0.0,0,0
AL390066.1,-0.0070548733,0.0,0,2
AL390066.2,0.0,0.0,0,0
AL390067.1,0.0,0.0,0,0
AL390071.1,-0.002226527,0.0,0,1
AL390195.2,0.0,0.0,0,0
AL390198.1,-9.336197e-05,0.0,0,1
AL390236.1,0.0,0.0,0,0
AL390242.1,0.0,0.0,0,0
AL390243.1,0.0,0.0,0,0
AL390254.1,0.0,0.0,0,0
AL390294.1,0.0,0.0,0,0
AL390718.1,0.0,0.0,0,0
AL390719.2,0.0,0.0,0,0
AL390719.3,0.0,0.0,0,0
AL390730.1,0.0,0.0,0,0
AL390730.2,0.0,0.0,0,0
AL390755.1,0.0,0.0,0,0
AL390755.3,-0.00013683077,0.0,0,1
AL390760.1,0.0,0.0,0,0
AL390763.1,0.0,0.0,0,0
AL390774.2,0.0,0.0,0,0
AL390778.1,0.0,0.0,0,0
AL390778.2,0.0,0.0,0,0
AL390783.1,0.0,0.0,0,0
AL390786.1,0.0,0.0,0,0
AL390791.1,0.0,0.0,0,0
AL390800.1,0.0,0.0,0,0
AL390816.1,0.0,0.0,0,0
AL390816.2,0.0,0.0,0,0
AL390835.1,0.0,0.0,0,0
AL390838.1,0.0,0.0,0,0
AL390839.1,0.0,0.0,0,0
AL390839.2,0.0,0.0,0,0
AL390856.1,0.0,0.0,0,0
AL390862.1,0.0,0.0,0,0
AL390866.1,0.0,0.0,0,0
AL390955.2,-0.00017907751,0.0,0,1
AL390961.1,0.0,0.0,0,0
